,Unnamed: 0,Below Basic,Basic,Intermediate,Advanced
0,0.38997214484679665,0.46031746031746035,0.5255102040816327,0.6230248306997743,
1,0.6567164179104478,0.652014652014652,0.6482758620689655,0.6985294117647058,
2,0.6424581005586593,0.7887323943661972,0.7979002624671916,0.7743732590529248,
3,0.6015037593984963,0.7538461538461538,0.7441860465116279,0.7656250000000001,
4,0.7565543071161047,0.7703703703703704,0.7891156462585034,0.7114093959731544,
5,0.7297297297297298,0.8205128205128206,0.9008264462809917,0.8264462809917356,
6,0.6829268292682927,0.743801652892562,0.803030303030303,0.7559055118110236,
7,0.671875,0.7014925373134329,0.6917293233082707,0.7083333333333335,
8,0.5964912280701754,0.7349397590361447,0.7975460122699387,0.7594936708860759,
9,0.6412213740458015,0.6950354609929077,0.7586206896551724,0.7837837837837838,
10,0.4516129032258065,0.5789473684210527,0.6068965517241379,0.60431654676259,
11,0.7058823529411766,0.7413127413127413,0.7432950191570882,0.7559055118110236,
12,0.7638888888888888,0.8391608391608392,0.7483870967741936,0.8211920529801325,
13,0.6176470588235294,0.7058823529411764,0.7891156462585033,0.7887323943661971,
14,0.6459143968871596,0.7479674796747969,0.8048780487804877,0.7654320987654321,
15,0.5142857142857142,0.5294117647058824,0.5633802816901409,0.6666666666666666,
16,0.7542857142857142,0.7045454545454546,0.7978142076502732,0.7120418848167539,
17,0.7542087542087541,0.8758620689655173,0.8120805369127517,0.7422680412371135,
18,0.4197530864197531,0.39506172839506176,0.6746987951807228,0.7586206896551724,
19,0.5046728971962616,0.5714285714285714,0.736842105263158,0.7543859649122807,
20,0.7014218009478673,0.7211538461538461,0.8193832599118942,0.7094017094017094,
21,0.689922480620155,0.7153846153846153,0.7142857142857143,0.7311827956989247,
22,0.7420814479638009,0.8085106382978724,0.7385892116182572,0.811715481171548,
23,0.7234042553191489,0.7692307692307693,0.7881773399014778,0.8627450980392157,
24,0.5833333333333333,0.6966292134831461,0.7046632124352332,0.742857142857143,
25,0.5664739884393063,0.659217877094972,0.6702702702702701,0.6633165829145728,
26,0.6516853932584269,0.7058823529411764,0.7731958762886597,0.7526881720430106,
27,0.6666666666666665,0.8292682926829269,0.7857142857142856,0.7586206896551724,
28,0.5294117647058824,0.6781609195402298,0.7567567567567567,0.7027027027027027,
29,0.4761904761904763,0.5472636815920398,0.61,0.7653061224489797,
30,0.5133689839572193,0.6451612903225806,0.8128342245989305,0.84375,
31,0.6133333333333334,0.7811158798283262,0.7272727272727272,0.7565217391304349,
32,0.4869565217391304,0.576271186440678,0.6949152542372882,0.71875,
33,0.5235602094240837,0.693069306930693,0.7549019607843137,0.6731707317073171,
34,0.7027027027027027,0.7075208913649026,0.7180851063829787,0.7419354838709677,
35,0.6315789473684211,0.7692307692307692,0.8296296296296297,0.7632508833922261,
36,0.5,0.5912408759124088,0.5860805860805861,0.7006802721088435,
37,0.36666666666666664,0.6065573770491804,0.6178861788617885,0.704,
38,0.7000000000000001,0.8181818181818183,0.8941176470588236,0.8517110266159695,
39,0.6978723404255319,0.7666666666666666,0.7914893617021276,0.7385892116182573,
40,0.4984802431610942,0.711864406779661,0.793388429752066,0.8365650969529086,
41,0.6919431279620853,0.7219512195121951,0.7093596059113301,0.7549019607843138,
42,0.5714285714285714,0.6956521739130435,0.7853403141361257,0.7386363636363638,
43,0.4931506849315068,0.49074074074074076,0.6140350877192983,0.7542372881355932,
44,0.68,0.7745098039215688,0.7707317073170732,0.7439613526570047,
45,0.6428571428571429,0.625,0.6127167630057804,0.689655172413793,
46,0.6776315789473685,0.7272727272727273,0.8201892744479496,0.7358490566037734,
47,0.740506329113924,0.7586206896551725,0.8,0.7314285714285713,
48,0.5889212827988337,0.6929577464788732,0.7613636363636364,0.7192982456140351,
49,0.5258215962441314,0.6885245901639345,0.675,0.7166666666666666,
50,0.37777777777777777,0.4444444444444445,0.6666666666666667,0.6666666666666667,
51,0.6865671641791045,0.7053140096618358,0.8401826484018265,0.8037383177570092,
52,0.7717391304347825,0.870967741935484,0.8617021276595744,0.7956989247311828,
53,0.6873508353221958,0.7529976019184653,0.765375854214123,0.7795823665893271,
54,0.4958677685950413,0.6456692913385826,0.640625,0.732824427480916,
55,0.6285714285714286,0.7411167512690355,0.74,0.6903553299492386,
56,0.6867469879518072,0.6741573033707866,0.8314606741573034,0.6839378238341969,
57,0.5806451612903225,0.6036036036036037,0.6255506607929514,0.5752212389380531,
58,0.5068493150684932,0.5068493150684932,0.6037735849056604,0.6623376623376623,
59,0.5658914728682171,0.6785714285714285,0.7753623188405796,0.7067137809187279,
60,0.49361702127659574,0.5400843881856541,0.6015625,0.5770750988142292,
61,0.45098039215686275,0.594059405940594,0.5945945945945946,0.6846846846846846,
62,0.6913580246913581,0.7626459143968871,0.8045977011494252,0.789272030651341,
63,0.8108108108108107,0.8244274809160306,0.8477157360406091,0.8624708624708624,
64,0.6030534351145038,0.704,0.825278810408922,0.6953405017921146,
65,0.6619718309859154,0.7508771929824563,0.7832167832167831,0.8397435897435896,
66,0.5813333333333334,0.7680412371134021,0.8153477218225419,0.7505938242280285,
67,0.5454545454545453,0.5921052631578947,0.7152317880794701,0.7132867132867132,
68,0.6257668711656442,0.745874587458746,0.7730061349693251,0.7090909090909091,
69,0.6731707317073171,0.7074235807860261,0.7673469387755102,0.72,
70,0.5271317829457364,0.6412213740458016,0.6953405017921147,0.6824324324324323,
71,0.47808764940239046,0.5528455284552846,0.6818181818181819,0.6412213740458015,
72,0.5151515151515151,0.5942028985507246,0.6666666666666666,0.6474820143884893,
73,0.44755244755244755,0.6853146853146853,0.6285714285714286,0.5891472868217055,
74,0.07305936073059362,0.09909909909909909,0.09954751131221719,0.13333333333333333,
75,0.6263345195729537,0.6250000000000001,0.8355263157894737,0.7774294670846394,
76,0.5859872611464969,0.6496815286624203,0.7544910179640718,0.6586826347305389,
77,0.7124999999999999,0.7317073170731707,0.7251461988304093,0.7386363636363635,
78,0.6611570247933883,0.7611336032388666,0.7878787878787878,0.7509578544061303,
79,0.4928571428571428,0.676737160120846,0.7181008902077151,0.7739938080495357,
80,0.7262569832402235,0.8351648351648353,0.7765957446808511,0.7675675675675676,
81,0.7344632768361581,0.7759562841530054,0.8387096774193549,0.774869109947644,
82,0.4743589743589744,0.5465116279069767,0.7045454545454546,0.6436781609195402,
83,0.6120689655172414,0.748971193415638,0.761904761904762,0.7812500000000001,
84,0.7473684210526316,0.8282828282828284,0.8113207547169811,0.7536231884057971,
85,0.6717557251908397,0.7142857142857143,0.8013937282229965,0.7628865979381444,
86,0.7049180327868853,0.7874015748031495,0.7633587786259541,0.7384615384615385,
87,0.6101694915254238,0.6984126984126984,0.7575757575757576,0.7343750000000001,
88,0.6086956521739131,0.7238805970149254,0.7737226277372263,0.757142857142857,
89,0.42519685039370075,0.5384615384615385,0.6119402985074627,0.6617647058823529,
90,0.64,0.7611940298507462,0.6666666666666667,0.7555555555555555,
91,0.5538461538461538,0.5481481481481482,0.7464788732394366,0.6901408450704226,
92,0.6635071090047394,0.7488584474885844,0.8634361233480177,0.7834101382488479,
93,0.6779661016949153,0.7258064516129034,0.704,0.75,
94,0.5774647887323943,0.6901408450704226,0.6285714285714286,0.7417218543046357,
